image_path,mask_path,label,split
images/18_aug_0_Benign.png,masks/18_aug_0_Benign_mask.png,Benign,train
images/18_aug_1_Benign.png,masks/18_aug_1_Benign_mask.png,Benign,train
images/18_aug_2_Benign.png,masks/18_aug_2_Benign_mask.png,Benign,train
images/18_aug_3_Benign.png,masks/18_aug_3_Benign_mask.png,Benign,train
images/18_aug_4_Benign.png,masks/18_aug_4_Benign_mask.png,Benign,train
images/19_aug_0_Benign.png,masks/19_aug_0_Benign_mask.png,Benign,train
images/19_aug_1_Benign.png,masks/19_aug_1_Benign_mask.png,Benign,train
images/19_aug_2_Benign.png,masks/19_aug_2_Benign_mask.png,Benign,train
images/19_aug_3_Benign.png,masks/19_aug_3_Benign_mask.png,Benign,train
images/19_aug_4_Benign.png,masks/19_aug_4_Benign_mask.png,Benign,train
images/20_aug_0_Benign.png,masks/20_aug_0_Benign_mask.png,Benign,val
images/20_aug_1_Benign.png,masks/20_aug_1_Benign_mask.png,Benign,val
images/20_aug_2_Benign.png,masks/20_aug_2_Benign_mask.png,Benign,val
images/20_aug_3_Benign.png,masks/20_aug_3_Benign_mask.png,Benign,val
images/20_aug_4_Benign.png,masks/20_aug_4_Benign_mask.png,Benign,val
images/21_aug_0_Benign.png,masks/21_aug_0_Benign_mask.png,Benign,val
images/21_aug_1_Benign.png,masks/21_aug_1_Benign_mask.png,Benign,val
images/21_aug_2_Benign.png,masks/21_aug_2_Benign_mask.png,Benign,val
images/21_aug_3_Benign.png,masks/21_aug_3_Benign_mask.png,Benign,val
images/21_aug_4_Benign.png,masks/21_aug_4_Benign_mask.png,Benign,val
images/22_aug_0_Benign.png,masks/22_aug_0_Benign_mask.png,Benign,train
images/22_aug_1_Benign.png,masks/22_aug_1_Benign_mask.png,Benign,train
images/22_aug_2_Benign.png,masks/22_aug_2_Benign_mask.png,Benign,train
images/22_aug_3_Benign.png,masks/22_aug_3_Benign_mask.png,Benign,train
images/22_aug_4_Benign.png,masks/22_aug_4_Benign_mask.png,Benign,train
images/23_aug_0_Benign.png,masks/23_aug_0_Benign_mask.png,Benign,train
images/23_aug_1_Benign.png,masks/23_aug_1_Benign_mask.png,Benign,train
images/23_aug_2_Benign.png,masks/23_aug_2_Benign_mask.png,Benign,train
images/23_aug_3_Benign.png,masks/23_aug_3_Benign_mask.png,Benign,train
images/23_aug_4_Benign.png,masks/23_aug_4_Benign_mask.png,Benign,train
images/24_aug_0_Benign.png,masks/24_aug_0_Benign_mask.png,Benign,train
images/24_aug_1_Benign.png,masks/24_aug_1_Benign_mask.png,Benign,train
images/24_aug_2_Benign.png,masks/24_aug_2_Benign_mask.png,Benign,train
images/24_aug_3_Benign.png,masks/24_aug_3_Benign_mask.png,Benign,train
images/24_aug_4_Benign.png,masks/24_aug_4_Benign_mask.png,Benign,train
images/25_aug_0_Benign.png,masks/25_aug_0_Benign_mask.png,Benign,train
images/25_aug_1_Benign.png,masks/25_aug_1_Benign_mask.png,Benign,train
images/25_aug_2_Benign.png,masks/25_aug_2_Benign_mask.png,Benign,train
images/25_aug_3_Benign.png,masks/25_aug_3_Benign_mask.png,Benign,train
images/25_aug_4_Benign.png,masks/25_aug_4_Benign_mask.png,Benign,train
images/26_aug_0_Benign.png,masks/26_aug_0_Benign_mask.png,Benign,train
images/26_aug_1_Benign.png,masks/26_aug_1_Benign_mask.png,Benign,train
images/26_aug_2_Benign.png,masks/26_aug_2_Benign_mask.png,Benign,train
images/26_aug_3_Benign.png,masks/26_aug_3_Benign_mask.png,Benign,train
images/26_aug_4_Benign.png,masks/26_aug_4_Benign_mask.png,Benign,train
images/27_aug_0_Benign.png,masks/27_aug_0_Benign_mask.png,Benign,val
images/27_aug_1_Benign.png,masks/27_aug_1_Benign_mask.png,Benign,val
images/27_aug_2_Benign.png,masks/27_aug_2_Benign_mask.png,Benign,val
images/27_aug_3_Benign.png,masks/27_aug_3_Benign_mask.png,Benign,val
images/27_aug_4_Benign.png,masks/27_aug_4_Benign_mask.png,Benign,val
images/28_aug_0_Benign.png,masks/28_aug_0_Benign_mask.png,Benign,train
images/28_aug_1_Benign.png,masks/28_aug_1_Benign_mask.png,Benign,train
images/28_aug_2_Benign.png,masks/28_aug_2_Benign_mask.png,Benign,train
images/28_aug_3_Benign.png,masks/28_aug_3_Benign_mask.png,Benign,train
images/28_aug_4_Benign.png,masks/28_aug_4_Benign_mask.png,Benign,train
images/29_aug_0_Benign.png,masks/29_aug_0_Benign_mask.png,Benign,train
images/29_aug_1_Benign.png,masks/29_aug_1_Benign_mask.png,Benign,train
images/29_aug_2_Benign.png,masks/29_aug_2_Benign_mask.png,Benign,train
images/29_aug_3_Benign.png,masks/29_aug_3_Benign_mask.png,Benign,train
images/29_aug_4_Benign.png,masks/29_aug_4_Benign_mask.png,Benign,train
images/30_aug_0_Benign.png,masks/30_aug_0_Benign_mask.png,Benign,train
images/30_aug_1_Benign.png,masks/30_aug_1_Benign_mask.png,Benign,train
images/30_aug_2_Benign.png,masks/30_aug_2_Benign_mask.png,Benign,train
images/30_aug_3_Benign.png,masks/30_aug_3_Benign_mask.png,Benign,train
images/30_aug_4_Benign.png,masks/30_aug_4_Benign_mask.png,Benign,train
images/31_aug_0_Benign.png,masks/31_aug_0_Benign_mask.png,Benign,train
images/31_aug_1_Benign.png,masks/31_aug_1_Benign_mask.png,Benign,train
images/31_aug_2_Benign.png,masks/31_aug_2_Benign_mask.png,Benign,train
images/31_aug_3_Benign.png,masks/31_aug_3_Benign_mask.png,Benign,train
images/31_aug_4_Benign.png,masks/31_aug_4_Benign_mask.png,Benign,train
images/32_aug_0_Benign.png,masks/32_aug_0_Benign_mask.png,Benign,test
images/32_aug_1_Benign.png,masks/32_aug_1_Benign_mask.png,Benign,test
images/32_aug_2_Benign.png,masks/32_aug_2_Benign_mask.png,Benign,test
images/32_aug_3_Benign.png,masks/32_aug_3_Benign_mask.png,Benign,test
images/32_aug_4_Benign.png,masks/32_aug_4_Benign_mask.png,Benign,test
images/33_aug_0_Benign.png,masks/33_aug_0_Benign_mask.png,Benign,train
images/33_aug_1_Benign.png,masks/33_aug_1_Benign_mask.png,Benign,train
images/33_aug_2_Benign.png,masks/33_aug_2_Benign_mask.png,Benign,train
images/33_aug_3_Benign.png,masks/33_aug_3_Benign_mask.png,Benign,train
images/33_aug_4_Benign.png,masks/33_aug_4_Benign_mask.png,Benign,train
images/34_aug_0_Benign.png,masks/34_aug_0_Benign_mask.png,Benign,test
images/34_aug_1_Benign.png,masks/34_aug_1_Benign_mask.png,Benign,test
images/34_aug_2_Benign.png,masks/34_aug_2_Benign_mask.png,Benign,test
images/34_aug_3_Benign.png,masks/34_aug_3_Benign_mask.png,Benign,test
images/34_aug_4_Benign.png,masks/34_aug_4_Benign_mask.png,Benign,test
images/35_aug_0_Benign.png,masks/35_aug_0_Benign_mask.png,Benign,train
images/35_aug_1_Benign.png,masks/35_aug_1_Benign_mask.png,Benign,train
images/35_aug_2_Benign.png,masks/35_aug_2_Benign_mask.png,Benign,train
images/35_aug_3_Benign.png,masks/35_aug_3_Benign_mask.png,Benign,train
images/35_aug_4_Benign.png,masks/35_aug_4_Benign_mask.png,Benign,train
images/36_aug_0_Benign.png,masks/36_aug_0_Benign_mask.png,Benign,train
images/36_aug_1_Benign.png,masks/36_aug_1_Benign_mask.png,Benign,train
images/36_aug_2_Benign.png,masks/36_aug_2_Benign_mask.png,Benign,train
images/36_aug_3_Benign.png,masks/36_aug_3_Benign_mask.png,Benign,train
images/36_aug_4_Benign.png,masks/36_aug_4_Benign_mask.png,Benign,train
images/37_aug_0_Benign.png,masks/37_aug_0_Benign_mask.png,Benign,train
images/37_aug_1_Benign.png,masks/37_aug_1_Benign_mask.png,Benign,train
images/37_aug_2_Benign.png,masks/37_aug_2_Benign_mask.png,Benign,train
images/37_aug_3_Benign.png,masks/37_aug_3_Benign_mask.png,Benign,train
images/37_aug_4_Benign.png,masks/37_aug_4_Benign_mask.png,Benign,train
images/38_aug_0_Benign.png,masks/38_aug_0_Benign_mask.png,Benign,train
images/38_aug_1_Benign.png,masks/38_aug_1_Benign_mask.png,Benign,train
images/38_aug_2_Benign.png,masks/38_aug_2_Benign_mask.png,Benign,train
images/38_aug_3_Benign.png,masks/38_aug_3_Benign_mask.png,Benign,train
images/38_aug_4_Benign.png,masks/38_aug_4_Benign_mask.png,Benign,train
images/39_aug_0_Benign.png,masks/39_aug_0_Benign_mask.png,Benign,train
images/39_aug_1_Benign.png,masks/39_aug_1_Benign_mask.png,Benign,train
images/39_aug_2_Benign.png,masks/39_aug_2_Benign_mask.png,Benign,train
images/39_aug_3_Benign.png,masks/39_aug_3_Benign_mask.png,Benign,train
images/39_aug_4_Benign.png,masks/39_aug_4_Benign_mask.png,Benign,train
images/40_aug_0_Benign.png,masks/40_aug_0_Benign_mask.png,Benign,test
images/40_aug_1_Benign.png,masks/40_aug_1_Benign_mask.png,Benign,test
images/40_aug_2_Benign.png,masks/40_aug_2_Benign_mask.png,Benign,test
images/40_aug_3_Benign.png,masks/40_aug_3_Benign_mask.png,Benign,test
images/40_aug_4_Benign.png,masks/40_aug_4_Benign_mask.png,Benign,test
images/41_aug_0_Benign.png,masks/41_aug_0_Benign_mask.png,Benign,train
images/41_aug_1_Benign.png,masks/41_aug_1_Benign_mask.png,Benign,train
images/41_aug_2_Benign.png,masks/41_aug_2_Benign_mask.png,Benign,train
images/41_aug_3_Benign.png,masks/41_aug_3_Benign_mask.png,Benign,train
images/41_aug_4_Benign.png,masks/41_aug_4_Benign_mask.png,Benign,train
images/42_aug_0_Benign.png,masks/42_aug_0_Benign_mask.png,Benign,train
images/42_aug_1_Benign.png,masks/42_aug_1_Benign_mask.png,Benign,train
images/42_aug_2_Benign.png,masks/42_aug_2_Benign_mask.png,Benign,train
images/42_aug_3_Benign.png,masks/42_aug_3_Benign_mask.png,Benign,train
images/42_aug_4_Benign.png,masks/42_aug_4_Benign_mask.png,Benign,train
images/43_aug_0_Benign.png,masks/43_aug_0_Benign_mask.png,Benign,test
images/43_aug_1_Benign.png,masks/43_aug_1_Benign_mask.png,Benign,test
images/43_aug_2_Benign.png,masks/43_aug_2_Benign_mask.png,Benign,test
images/43_aug_3_Benign.png,masks/43_aug_3_Benign_mask.png,Benign,test
images/43_aug_4_Benign.png,masks/43_aug_4_Benign_mask.png,Benign,test
images/44_aug_0_Benign.png,masks/44_aug_0_Benign_mask.png,Benign,train
images/44_aug_1_Benign.png,masks/44_aug_1_Benign_mask.png,Benign,train
images/44_aug_2_Benign.png,masks/44_aug_2_Benign_mask.png,Benign,train
images/44_aug_3_Benign.png,masks/44_aug_3_Benign_mask.png,Benign,train
images/44_aug_4_Benign.png,masks/44_aug_4_Benign_mask.png,Benign,train
images/45_aug_0_Benign.png,masks/45_aug_0_Benign_mask.png,Benign,train
images/45_aug_1_Benign.png,masks/45_aug_1_Benign_mask.png,Benign,train
images/45_aug_2_Benign.png,masks/45_aug_2_Benign_mask.png,Benign,train
images/45_aug_3_Benign.png,masks/45_aug_3_Benign_mask.png,Benign,train
images/45_aug_4_Benign.png,masks/45_aug_4_Benign_mask.png,Benign,train
images/46_aug_0_Benign.png,masks/46_aug_0_Benign_mask.png,Benign,train
images/46_aug_1_Benign.png,masks/46_aug_1_Benign_mask.png,Benign,train
images/46_aug_2_Benign.png,masks/46_aug_2_Benign_mask.png,Benign,train
images/46_aug_3_Benign.png,masks/46_aug_3_Benign_mask.png,Benign,train
images/46_aug_4_Benign.png,masks/46_aug_4_Benign_mask.png,Benign,train
images/47_aug_0_Benign.png,masks/47_aug_0_Benign_mask.png,Benign,val
images/47_aug_1_Benign.png,masks/47_aug_1_Benign_mask.png,Benign,val
images/47_aug_2_Benign.png,masks/47_aug_2_Benign_mask.png,Benign,val
images/47_aug_3_Benign.png,masks/47_aug_3_Benign_mask.png,Benign,val
images/47_aug_4_Benign.png,masks/47_aug_4_Benign_mask.png,Benign,val
images/48_aug_0_Benign.png,masks/48_aug_0_Benign_mask.png,Benign,test
images/48_aug_1_Benign.png,masks/48_aug_1_Benign_mask.png,Benign,test
images/48_aug_2_Benign.png,masks/48_aug_2_Benign_mask.png,Benign,test
images/48_aug_3_Benign.png,masks/48_aug_3_Benign_mask.png,Benign,test
images/48_aug_4_Benign.png,masks/48_aug_4_Benign_mask.png,Benign,test
images/49_aug_0_Benign.png,masks/49_aug_0_Benign_mask.png,Benign,val
images/49_aug_1_Benign.png,masks/49_aug_1_Benign_mask.png,Benign,val
images/49_aug_2_Benign.png,masks/49_aug_2_Benign_mask.png,Benign,val
images/49_aug_3_Benign.png,masks/49_aug_3_Benign_mask.png,Benign,val
images/49_aug_4_Benign.png,masks/49_aug_4_Benign_mask.png,Benign,val
images/50_aug_0_Benign.png,masks/50_aug_0_Benign_mask.png,Benign,val
images/50_aug_1_Benign.png,masks/50_aug_1_Benign_mask.png,Benign,val
images/50_aug_2_Benign.png,masks/50_aug_2_Benign_mask.png,Benign,val
images/50_aug_3_Benign.png,masks/50_aug_3_Benign_mask.png,Benign,val
images/50_aug_4_Benign.png,masks/50_aug_4_Benign_mask.png,Benign,val
images/51_aug_0_Benign.png,masks/51_aug_0_Benign_mask.png,Benign,train
images/51_aug_1_Benign.png,masks/51_aug_1_Benign_mask.png,Benign,train
images/51_aug_2_Benign.png,masks/51_aug_2_Benign_mask.png,Benign,train
images/51_aug_3_Benign.png,masks/51_aug_3_Benign_mask.png,Benign,train
images/51_aug_4_Benign.png,masks/51_aug_4_Benign_mask.png,Benign,train
images/52_aug_0_Benign.png,masks/52_aug_0_Benign_mask.png,Benign,test
images/52_aug_1_Benign.png,masks/52_aug_1_Benign_mask.png,Benign,test
images/52_aug_2_Benign.png,masks/52_aug_2_Benign_mask.png,Benign,test
images/52_aug_3_Benign.png,masks/52_aug_3_Benign_mask.png,Benign,test
images/52_aug_4_Benign.png,masks/52_aug_4_Benign_mask.png,Benign,test
images/53_aug_0_Benign.png,masks/53_aug_0_Benign_mask.png,Benign,test
images/53_aug_1_Benign.png,masks/53_aug_1_Benign_mask.png,Benign,test
images/53_aug_2_Benign.png,masks/53_aug_2_Benign_mask.png,Benign,test
images/53_aug_3_Benign.png,masks/53_aug_3_Benign_mask.png,Benign,test
images/53_aug_4_Benign.png,masks/53_aug_4_Benign_mask.png,Benign,test
images/54_aug_0_Benign.png,masks/54_aug_0_Benign_mask.png,Benign,test
images/54_aug_1_Benign.png,masks/54_aug_1_Benign_mask.png,Benign,test
images/54_aug_2_Benign.png,masks/54_aug_2_Benign_mask.png,Benign,test
images/54_aug_3_Benign.png,masks/54_aug_3_Benign_mask.png,Benign,test
images/54_aug_4_Benign.png,masks/54_aug_4_Benign_mask.png,Benign,test
images/55_aug_0_Benign.png,masks/55_aug_0_Benign_mask.png,Benign,train
images/55_aug_1_Benign.png,masks/55_aug_1_Benign_mask.png,Benign,train
images/55_aug_2_Benign.png,masks/55_aug_2_Benign_mask.png,Benign,train
images/55_aug_3_Benign.png,masks/55_aug_3_Benign_mask.png,Benign,train
images/55_aug_4_Benign.png,masks/55_aug_4_Benign_mask.png,Benign,train
images/56_aug_0_Benign.png,masks/56_aug_0_Benign_mask.png,Benign,train
images/56_aug_1_Benign.png,masks/56_aug_1_Benign_mask.png,Benign,train
images/56_aug_2_Benign.png,masks/56_aug_2_Benign_mask.png,Benign,train
images/56_aug_3_Benign.png,masks/56_aug_3_Benign_mask.png,Benign,train
images/56_aug_4_Benign.png,masks/56_aug_4_Benign_mask.png,Benign,train
images/57_aug_0_Benign.png,masks/57_aug_0_Benign_mask.png,Benign,train
images/57_aug_1_Benign.png,masks/57_aug_1_Benign_mask.png,Benign,train
images/57_aug_2_Benign.png,masks/57_aug_2_Benign_mask.png,Benign,train
images/57_aug_3_Benign.png,masks/57_aug_3_Benign_mask.png,Benign,train
images/57_aug_4_Benign.png,masks/57_aug_4_Benign_mask.png,Benign,train
images/58_aug_0_Benign.png,masks/58_aug_0_Benign_mask.png,Benign,test
images/58_aug_1_Benign.png,masks/58_aug_1_Benign_mask.png,Benign,test
images/58_aug_2_Benign.png,masks/58_aug_2_Benign_mask.png,Benign,test
images/58_aug_3_Benign.png,masks/58_aug_3_Benign_mask.png,Benign,test
images/58_aug_4_Benign.png,masks/58_aug_4_Benign_mask.png,Benign,test
images/59_aug_0_Benign.png,masks/59_aug_0_Benign_mask.png,Benign,train
images/59_aug_1_Benign.png,masks/59_aug_1_Benign_mask.png,Benign,train
images/59_aug_2_Benign.png,masks/59_aug_2_Benign_mask.png,Benign,train
images/59_aug_3_Benign.png,masks/59_aug_3_Benign_mask.png,Benign,train
images/59_aug_4_Benign.png,masks/59_aug_4_Benign_mask.png,Benign,train
images/60_aug_0_Benign.png,masks/60_aug_0_Benign_mask.png,Benign,train
images/60_aug_1_Benign.png,masks/60_aug_1_Benign_mask.png,Benign,train
images/60_aug_2_Benign.png,masks/60_aug_2_Benign_mask.png,Benign,train
images/60_aug_3_Benign.png,masks/60_aug_3_Benign_mask.png,Benign,train
images/60_aug_4_Benign.png,masks/60_aug_4_Benign_mask.png,Benign,train
images/61_aug_0_Benign.png,masks/61_aug_0_Benign_mask.png,Benign,val
images/61_aug_1_Benign.png,masks/61_aug_1_Benign_mask.png,Benign,val
images/61_aug_2_Benign.png,masks/61_aug_2_Benign_mask.png,Benign,val
images/61_aug_3_Benign.png,masks/61_aug_3_Benign_mask.png,Benign,val
images/61_aug_4_Benign.png,masks/61_aug_4_Benign_mask.png,Benign,val
images/62_aug_0_Benign.png,masks/62_aug_0_Benign_mask.png,Benign,test
images/62_aug_1_Benign.png,masks/62_aug_1_Benign_mask.png,Benign,test
images/62_aug_2_Benign.png,masks/62_aug_2_Benign_mask.png,Benign,test
images/62_aug_3_Benign.png,masks/62_aug_3_Benign_mask.png,Benign,test
images/62_aug_4_Benign.png,masks/62_aug_4_Benign_mask.png,Benign,test
images/63_aug_0_Benign.png,masks/63_aug_0_Benign_mask.png,Benign,train
images/63_aug_1_Benign.png,masks/63_aug_1_Benign_mask.png,Benign,train
images/63_aug_2_Benign.png,masks/63_aug_2_Benign_mask.png,Benign,train
images/63_aug_3_Benign.png,masks/63_aug_3_Benign_mask.png,Benign,train
images/63_aug_4_Benign.png,masks/63_aug_4_Benign_mask.png,Benign,train
images/64_aug_0_Benign.png,masks/64_aug_0_Benign_mask.png,Benign,val
images/64_aug_1_Benign.png,masks/64_aug_1_Benign_mask.png,Benign,val
images/64_aug_2_Benign.png,masks/64_aug_2_Benign_mask.png,Benign,val
images/64_aug_3_Benign.png,masks/64_aug_3_Benign_mask.png,Benign,val
images/64_aug_4_Benign.png,masks/64_aug_4_Benign_mask.png,Benign,val
images/65_aug_0_Benign.png,masks/65_aug_0_Benign_mask.png,Benign,train
images/65_aug_1_Benign.png,masks/65_aug_1_Benign_mask.png,Benign,train
images/65_aug_2_Benign.png,masks/65_aug_2_Benign_mask.png,Benign,train
images/65_aug_3_Benign.png,masks/65_aug_3_Benign_mask.png,Benign,train
images/65_aug_4_Benign.png,masks/65_aug_4_Benign_mask.png,Benign,train
images/66_aug_0_Benign.png,masks/66_aug_0_Benign_mask.png,Benign,train
images/66_aug_1_Benign.png,masks/66_aug_1_Benign_mask.png,Benign,train
images/66_aug_2_Benign.png,masks/66_aug_2_Benign_mask.png,Benign,train
images/66_aug_3_Benign.png,masks/66_aug_3_Benign_mask.png,Benign,train
images/66_aug_4_Benign.png,masks/66_aug_4_Benign_mask.png,Benign,train
images/67_aug_0_Benign.png,masks/67_aug_0_Benign_mask.png,Benign,train
images/67_aug_1_Benign.png,masks/67_aug_1_Benign_mask.png,Benign,train
images/67_aug_2_Benign.png,masks/67_aug_2_Benign_mask.png,Benign,train
images/67_aug_3_Benign.png,masks/67_aug_3_Benign_mask.png,Benign,train
images/67_aug_4_Benign.png,masks/67_aug_4_Benign_mask.png,Benign,train
images/68_aug_0_Benign.png,masks/68_aug_0_Benign_mask.png,Benign,train
images/68_aug_1_Benign.png,masks/68_aug_1_Benign_mask.png,Benign,train
images/68_aug_2_Benign.png,masks/68_aug_2_Benign_mask.png,Benign,train
images/68_aug_3_Benign.png,masks/68_aug_3_Benign_mask.png,Benign,train
images/68_aug_4_Benign.png,masks/68_aug_4_Benign_mask.png,Benign,train
images/69_aug_0_Benign.png,masks/69_aug_0_Benign_mask.png,Benign,train
images/69_aug_1_Benign.png,masks/69_aug_1_Benign_mask.png,Benign,train
images/69_aug_2_Benign.png,masks/69_aug_2_Benign_mask.png,Benign,train
images/69_aug_3_Benign.png,masks/69_aug_3_Benign_mask.png,Benign,train
